Time,XGyro,YGyro,ZGyro,XAccel,YAccel,ZAccel,XMag,YMag,ZMag,lat,long,height
0.000,0.52,-0.09,0.50,-0.0805,0.1738,-1.1039,-2.4489,-0.6005,-2.6018,-33.962964,18.456866,154.400
0.000,-0.11,0.28,-0.57,-0.0940,0.1757,-1.1105,-2.4664,-0.5069,-2.6905,-33.962988,18.456976,154.300
0.000,2.09,-1.77,-0.36,-0.0820,0.1848,-1.0859,-2.4758,-0.5715,-2.7053,-33.963032,18.457094,154.300
0.000,-0.56,0.12,0.28,-0.0761,0.1854,-1.1061,-2.4722,-0.6162,-2.6330,-33.963068,18.457208,153.900
0.000,3.60,-3.67,-1.70,-0.0542,0.2208,-1.1708,-2.4150,-0.5797,-2.7026,-33.963104,18.457332,153.300
0.000,-7.09,-4.22,-2.59,-0.1129,0.0394,-1.1432,-2.4598,-0.5803,-2.6730,-33.963140,18.457458,152.600
0.000,5.83,-3.70,-0.18,-0.1019,0.2573,-1.1074,-2.4794,-0.6097,-2.6272,-33.963168,18.457592,152.200
0.000,1.37,0.47,0.27,-0.1358,0.1927,-1.1195,-2.4732,-0.5423,-2.6181,-33.963200,18.457720,151.300
0.000,2.20,8.85,2.59,-0.1848,0.2750,-0.9488,-2.4522,-0.6144,-2.6519,-33.963228,18.457836,150.500
0.000,0.30,-1.76,0.97,-0.1316,0.2028,-1.1381,-2.3994,-0.5617,-2.6009,-33.963248,18.457952,149.600
0.000,0.16,0.68,-0.91,-0.1892,0.1503,-1.0761,-2.5000,-0.6156,-2.6469,-33.963276,18.458064,148.700
0.000,-0.04,-0.71,-1.12,-0.1670,0.1734,-1.0496,-2.4900,-0.5644,-2.6768,-33.963308,18.458172,148.100
0.000,1.55,0.47,0.38,-0.1363,0.2008,-1.0686,-2.3951,-0.5593,-2.7262,-33.963324,18.458272,147.500
0.000,1.86,1.53,0.70,-0.1764,0.1831,-1.0788,-2.4901,-0.6021,-2.6983,-33.963348,18.458366,146.500
0.000,0.14,0.44,-0.09,-0.2123,0.1615,-1.0929,-2.4674,-0.6479,-2.6396,-33.963372,18.458460,145.600
0.000,1.68,-0.88,-0.56,-0.2521,0.1852,-1.0814,-2.4692,-0.5967,-2.6272,-33.963388,18.458548,144.600
0.000,1.29,0.25,-0.57,-0.3027,0.1893,-1.0615,-2.4763,-0.6323,-2.5850,-33.963412,18.458626,143.700
0.000,1.35,-0.23,1.06,-0.2561,0.2179,-1.0726,-2.4288,-0.5875,-2.6048,-33.963432,18.458724,136.100
0.000,6.31,9.19,1.07,-0.1826,0.2150,-1.1908,-1.9889,-0.2407,-2.3400,-33.963444,18.458770,134.300
0.000,-0.91,1.58,-0.71,-0.0893,0.1128,-1.0651,-2.3553,-0.1348,-2.0138,-33.963460,18.458796,133.000
0.000,-1.67,-1.76,-0.51,0.0611,0.1291,-1.1219,-2.4480,-0.5402,-2.6050,-33.963480,18.458842,127.500
0.000,-1.19,1.61,-3.91,-0.0009,0.0478,-1.0917,-2.4031,-0.5465,-2.6699,-33.963484,18.458864,126.500
0.000,2.71,-1.23,0.84,-0.1101,0.1276,-1.1507,-2.3905,-0.6256,-2.6323,-33.963496,18.458908,125.600
0.000,3.46,-1.97,0.33,-0.1482,0.1646,-1.0943,-2.4418,-0.5867,-2.6182,-33.963520,18.458982,121.300
0.000,2.12,-2.72,1.26,-0.1780,0.1540,-1.0589,-2.3811,-0.6683,-2.6728,-33.963540,18.459052,115.800
0.000,-0.05,0.92,5.73,-0.1372,0.1533,-1.1367,-2.4260,-0.6485,-2.6386,-33.963556,18.459106,111.600
0.000,3.11,-1.23,13.14,-0.1373,0.1955,-1.1017,-2.4409,-0.5886,-2.6107,-33.963564,18.459140,108.700
0.000,0.94,-2.30,14.72,-0.1093,0.2047,-1.1005,-2.6095,-0.4259,-2.7114,-33.963552,18.459180,106.900
0.000,1.78,-0.50,12.35,-0.1454,0.1115,-1.1032,-2.5987,-0.3682,-2.5979,-33.963564,18.459212,105.600
0.000,1.74,-1.60,10.03,-0.1885,0.1629,-1.1004,-2.5651,-0.2288,-2.6955,-33.963584,18.459232,104.500
0.000,0.79,-0.32,5.75,-0.2332,0.1060,-1.1033,-2.5902,-0.1906,-2.7190,-33.963608,18.459232,103.900
0.000,0.85,-0.32,5.82,-0.1110,0.0895,-1.1073,-2.5816,-0.0670,-2.6583,-33.963628,18.459220,103.400
0.000,-0.12,-1.06,6.23,-0.1015,0.0975,-1.1021,-2.5069,-0.0532,-2.6854,-33.963644,18.459206,103.100
0.000,0.80,-0.84,6.80,-0.1089,0.0886,-1.1389,-2.4586,-0.0518,-2.6016,-33.963664,18.459176,104.800
0.000,0.77,-0.90,4.69,-0.0685,0.1139,-1.1004,-2.4495,0.0212,-2.6438,-33.963676,18.459160,104.300
0.000,0.17,-0.42,1.75,-0.0556,0.0919,-1.1162,-2.4103,0.0559,-2.5760,-33.963692,18.459150,103.600
0.000,-0.26,-0.47,0.94,-0.0714,0.0814,-1.1141,-2.4162,0.1154,-2.5176,-33.963716,18.459136,102.500
0.000,1.68,1.47,1.22,-0.0453,0.0936,-1.1352,-2.4399,0.0041,-2.6327,-33.963740,18.459128,100.900
0.000,-1.25,-0.43,1.65,-0.0752,0.0861,-1.1312,-2.4023,0.0751,-2.5945,-33.963776,18.459122,98.600
0.000,0.64,-0.44,4.45,-0.0706,0.1313,-1.0964,-2.2930,0.1050,-2.6527,-33.963820,18.459100,96.800
0.000,-0.27,-0.60,4.51,-0.1724,0.1386,-1.1041,-2.2562,0.1028,-2.6298,-33.963852,18.459076,95.500
0.000,0.16,-0.07,4.39,-0.0785,0.1083,-1.0907,-2.3078,0.1167,-2.6132,-33.963876,18.459056,94.700
0.000,0.24,-0.85,4.17,-0.1403,0.1318,-1.1304,-2.2234,0.1699,-2.6747,-33.963896,18.459036,94.200
0.000,0.40,-0.84,4.85,-0.0711,0.1691,-1.1000,-2.1459,0.2523,-2.6170,-33.963924,18.459002,93.100
0.000,-2.55,0.89,0.30,-0.1466,0.1399,-1.0900,-2.1631,0.2474,-2.6011,-33.963948,18.458970,92.100
0.000,-1.20,-0.07,-0.05,-0.0554,0.1139,-1.0933,-2.0138,0.2555,-2.6141,-33.963980,18.458938,91.200
0.000,-0.83,0.46,-0.82,-0.1445,0.1418,-1.1122,-2.1072,0.1832,-2.6063,-33.964012,18.458916,90.600
0.000,-1.82,1.35,-0.97,-0.1998,0.1800,-1.0771,-2.1289,0.2327,-2.4967,-33.964040,18.458890,90.000
0.000,-1.48,1.14,-3.29,-0.1324,0.1936,-1.0745,-2.1543,0.2669,-2.5926,-33.964064,18.458876,89.400
0.000,-0.41,0.23,-2.13,-0.2062,0.1962,-1.1018,-2.1546,0.3066,-2.6013,-33.964080,18.458864,88.400
0.000,-0.23,0.59,-0.63,-0.1109,0.1835,-1.0883,-2.2784,0.2694,-2.5446,-33.964084,18.458862,87.800
0.000,-0.19,-0.05,-0.39,-0.1561,0.2085,-1.0849,-2.1943,0.2933,-2.4952,-33.964080,18.458866,87.900
0.000,-0.90,0.10,-0.30,-0.0839,0.1912,-1.0953,-2.1626,0.3003,-2.5524,-33.964072,18.458872,87.700
0.000,-0.08,0.34,-0.33,-0.0650,0.1875,-1.0927,-2.2052,0.2596,-2.5648,-33.964080,18.458878,87.400
0.000,-1.17,-0.26,-0.91,-0.0416,0.1753,-1.1013,-2.2340,0.2725,-2.5589,-33.964084,18.458888,87.100
0.000,0.25,0.62,-0.78,-0.0358,0.1811,-1.0925,-2.2321,0.2755,-2.5553,-33.964084,18.458890,86.500
0.000,0.28,0.22,-1.55,-0.0292,0.1944,-1.0950,-2.2436,0.3576,-2.5247,-33.964092,18.458890,85.800
0.000,-0.63,0.25,-2.62,-0.0099,0.1972,-1.0976,-2.2136,0.3210,-2.4702,-33.964112,18.458886,85.200
0.000,-2.87,2.64,-2.56,-0.0821,0.1802,-1.0887,-2.2729,0.2182,-2.5222,-33.964136,18.458870,84.500
0.000,-1.83,0.96,-1.84,-0.0535,0.2245,-1.0713,-2.3159,0.3510,-2.5470,-33.964156,18.458850,83.700
0.000,0.06,3.02,-11.48,-0.0417,0.1902,-1.0722,-2.3645,0.3172,-2.4932,-33.964180,18.458834,83.000
0.000,3.87,5.29,-18.39,-0.0347,0.1476,-1.1071,-2.4543,0.1910,-2.5272,-33.964216,18.458822,82.200
0.000,0.46,3.76,-17.40,-0.2072,0.0984,-1.0980,-2.5664,-0.0098,-2.6336,-33.964252,18.458818,81.400
0.000,-0.41,4.73,-11.97,-0.1596,0.0986,-1.1199,-2.5935,-0.2360,-2.5750,-33.964292,18.458828,80.500
0.000,-0.93,1.90,-7.92,-0.1434,0.1584,-1.0789,-2.5627,-0.2663,-2.7082,-33.964300,18.458854,79.900
0.000,0.77,1.41,-4.99,-0.1257,0.1783,-1.1012,-2.5214,-0.3901,-2.6318,-33.964296,18.458866,78.800
0.000,0.43,0.31,-3.53,-0.0569,0.1718,-1.0968,-2.5392,-0.4050,-2.7153,-33.964292,18.458870,78.300
0.000,-0.17,0.77,-2.37,-0.0753,0.1737,-1.0968,-2.4967,-0.4682,-2.6639,-33.964296,18.458870,79.300
0.000,-0.13,0.83,-2.74,0.0239,0.1549,-1.1086,-2.4159,-0.4172,-2.7634,-33.964300,18.458878,79.600
0.000,0.22,1.50,-5.48,0.1081,0.1007,-1.1129,-2.3953,-0.3716,-2.7450,-33.964304,18.458886,80.800
0.000,0.83,3.33,-11.06,0.1384,0.0644,-1.0980,-2.2880,-0.5120,-2.7075,-33.964300,18.458900,81.300
0.000,3.32,2.48,-15.54,0.1282,0.0130,-1.0993,-2.1929,-0.5987,-2.7707,-33.964300,18.458914,81.200
0.000,-1.56,1.56,-14.81,-0.0767,-0.0174,-1.1415,-2.0290,-0.6787,-2.7823,-33.964304,18.458970,81.300
0.000,-0.90,4.55,-11.64,0.0684,0.0035,-1.1033,-1.9014,-0.7111,-2.7613,-33.964296,18.459020,80.900
0.000,-1.68,3.03,-9.21,0.0603,0.0137,-1.1585,-1.7598,-0.7569,-2.7698,-33.964280,18.459074,80.500
0.000,4.11,-3.55,-32.28,0.1182,0.0628,-1.0923,-1.6267,-0.7480,-2.6912,-33.964260,18.459136,80.200
0.000,-8.13,3.58,-12.70,0.1100,0.0340,-1.1271,-1.1625,-0.8520,-2.8909,-33.964216,18.459196,79.800
0.000,-0.43,1.65,-6.06,0.1065,0.0592,-1.1530,-1.1429,-0.7223,-2.8721,-33.964152,18.459250,79.300
0.000,1.47,1.84,-3.62,0.1357,0.1106,-1.1541,-1.1406,-0.6344,-2.8283,-33.964072,18.459304,78.700
0.000,15.03,1.31,-5.16,0.0967,0.1846,-1.0295,-1.0756,-0.7499,-2.7103,-33.963968,18.459362,78.000
0.000,-0.12,6.26,2.19,0.0513,0.1478,-1.2218,-1.1074,-0.6304,-2.7467,-33.963840,18.459398,77.500
0.000,8.00,-6.68,1.28,0.1623,0.1877,-1.0483,-1.2064,-0.6658,-2.7930,-33.963716,18.459436,77.300
0.000,0.79,-2.72,0.13,0.1286,0.1669,-1.1355,-1.0524,-0.6714,-2.7291,-33.963588,18.459480,77.300
0.000,1.85,-1.19,0.10,0.0762,0.1326,-0.9968,-1.1541,-0.6528,-2.7715,-33.963456,18.459530,77.500
0.000,0.30,-1.79,-0.84,0.1115,0.1221,-1.1167,-1.1117,-0.6683,-2.8148,-33.963316,18.459582,77.800
0.000,1.07,-0.55,-0.00,0.0941,0.1398,-1.0851,-1.1265,-0.6801,-2.8277,-33.963176,18.459630,78.300
0.000,-3.12,0.74,1.68,0.0853,0.1387,-1.0899,-1.1742,-0.5978,-2.8039,-33.963032,18.459682,79.800
0.000,-2.29,0.70,-0.97,0.1058,0.1515,-1.0903,-1.1160,-0.6599,-2.7668,-33.962888,18.459738,81.200
0.000,-4.80,-0.60,-1.19,-0.0190,0.1654,-1.1217,-1.1014,-0.6830,-2.7647,-33.962704,18.459806,83.000
0.000,-1.12,0.32,-0.13,0.0057,0.0952,-1.0781,-1.0958,-0.6559,-2.7568,-33.962552,18.459860,84.200
0.000,4.35,-2.37,-0.29,0.0873,0.2093,-1.0828,-1.2020,-0.6067,-2.8413,-33.962408,18.459910,85.500
0.000,-2.58,1.50,-0.41,0.0322,0.1396,-1.1339,-1.1510,-0.6879,-2.7606,-33.962260,18.459960,87.200
0.000,5.70,-1.11,-0.08,0.0348,0.1449,-1.0902,-1.2125,-0.6565,-2.7830,-33.962116,18.460020,90.100
0.000,1.57,-0.10,-0.47,0.0263,0.1213,-1.0725,-1.2370,-0.7281,-2.7505,-33.961968,18.460082,92.900
0.000,1.05,-2.55,-0.50,0.0304,0.0551,-1.0946,-1.2080,-0.7220,-2.7792,-33.961824,18.460142,95.500
0.000,-2.42,0.47,-0.17,-0.0105,0.0535,-1.1217,-1.2370,-0.7494,-2.7296,-33.961672,18.460194,98.000
0.000,-1.30,-1.05,0.03,-0.0277,0.0468,-1.1415,-1.2736,-0.7485,-2.7700,-33.961528,18.460244,99.900
0.000,-4.45,-0.14,2.83,-0.0024,0.0852,-1.1304,-1.2689,-0.7843,-2.7085,-33.961384,18.460290,101.800
0.000,0.60,-1.42,6.38,0.0160,0.2325,-1.0820,-1.3186,-0.7747,-2.7954,-33.961240,18.460342,103.400
0.000,0.09,-1.93,5.79,0.0112,0.2397,-1.1113,-1.4240,-0.7984,-2.7470,-33.961100,18.460410,105.900
0.000,-2.64,2.24,7.10,-0.0516,0.2275,-1.1825,-1.4661,-0.8079,-2.7190,-33.960964,18.460500,108.500
0.000,-0.33,-0.81,8.08,-0.0192,0.2594,-1.1465,-1.5556,-0.8090,-2.6900,-33.960844,18.460608,110.700
0.000,1.49,-3.27,10.30,-0.0543,0.2180,-1.0674,-1.7268,-0.8526,-2.7650,-33.960724,18.460730,107.200
0.000,-6.71,0.61,2.21,-0.0637,0.2164,-1.0335,-1.7501,-0.7684,-2.7616,-33.960624,18.460858,108.800
0.000,-9.78,4.15,3.24,-0.0706,0.1061,-1.1141,-1.8237,-0.7897,-2.7692,-33.960536,18.461000,109.500
0.000,-2.86,2.16,-4.57,-0.2010,0.0080,-0.9973,-1.8555,-0.7931,-2.7302,-33.960464,18.461150,110.100
0.000,-0.12,-0.96,2.51,-0.1397,0.2137,-1.0279,-1.8024,-0.7464,-2.7886,-33.960396,18.461304,110.600
0.000,6.31,0.83,0.89,-0.1945,0.2578,-1.1001,-1.8183,-0.7661,-2.8148,-33.960328,18.461442,111.300
0.000,0.79,2.51,-0.42,-0.1837,0.2293,-1.1454,-1.7325,-0.7319,-2.8506,-33.960260,18.461570,110.400
0.000,0.13,3.79,-9.75,-0.1461,0.0319,-1.1633,-1.7027,-0.7462,-2.8385,-33.960196,18.461682,108.800
0.000,1.16,3.94,-13.03,-0.0702,-0.0288,-1.1760,-1.4762,-0.7105,-2.7332,-33.960136,18.461774,108.100
0.000,-9.64,9.04,-15.36,-0.1176,-0.1468,-1.1174,-1.3549,-0.6462,-2.8602,-33.960064,18.461846,107.300
0.000,0.62,5.22,-20.05,-0.0920,-0.1279,-1.1760,-1.2324,-0.5137,-2.6947,-33.959980,18.461896,107.000
0.000,3.38,4.62,-24.29,-0.1698,-0.1535,-1.1603,-1.1048,-0.2957,-2.7410,-33.959892,18.461920,107.400
0.000,1.53,5.74,-24.75,-0.0701,-0.1573,-1.1649,-1.1391,-0.0923,-2.6313,-33.959800,18.461916,108.300
0.000,2.44,4.75,-20.47,0.0053,-0.1378,-1.2162,-1.1397,0.0742,-2.5260,-33.959752,18.461852,109.400
0.000,-0.08,3.67,-18.47,0.0191,-0.1105,-1.1923,-1.3117,0.2098,-2.5360,-33.959688,18.461772,108.900
0.000,3.70,3.30,-14.99,0.0736,0.0115,-1.1404,-1.5023,0.3029,-2.5340,-33.959660,18.461674,108.900
0.000,2.36,-3.65,-8.62,0.0756,0.0885,-1.0410,-1.6138,0.2687,-2.5705,-33.959660,18.461584,109.100
0.000,-1.45,1.08,-2.58,0.0835,0.0880,-1.1397,-1.7030,0.2996,-2.5610,-33.959700,18.461488,109.600
0.000,-2.19,-1.27,-1.20,0.0769,0.1073,-1.1187,-1.7896,0.3842,-2.5827,-33.959764,18.461384,109.600
0.000,-2.76,-0.10,-0.76,0.0432,0.1536,-1.1030,-1.7104,0.2810,-2.5983,-33.959836,18.461246,109.100
0.000,0.53,-0.04,-0.40,-0.0009,0.1993,-1.0381,-1.8933,0.3279,-2.5638,-33.959912,18.461138,109.000
0.000,-0.08,1.78,-0.07,0.0025,0.1629,-1.1544,-1.7983,0.3367,-2.5897,-33.959972,18.461050,109.400
0.000,-3.23,-3.10,-2.89,-0.0245,0.2066,-1.0854,-1.8864,0.2884,-2.5023,-33.960028,18.460974,109.900
0.000,-2.33,2.64,1.05,-0.1513,0.2500,-1.0901,-1.7904,0.3203,-2.4974,-33.960092,18.460910,110.000
0.000,-3.89,-2.48,1.55,-0.0658,0.1622,-1.0921,-1.8808,0.3344,-2.5512,-33.960152,18.460862,109.900
0.000,4.96,0.02,1.22,0.0294,0.3513,-0.9650,-1.7611,0.3440,-2.5631,-33.960212,18.460820,109.500
0.000,-1.30,-0.56,-0.45,-0.0116,0.1639,-1.1216,-1.7165,0.3548,-2.5465,-33.960264,18.460776,108.600
0.000,0.10,0.10,-0.24,-0.0579,0.2170,-1.0931,-1.8179,0.4112,-2.5867,-33.960288,18.460746,107.800
0.000,0.15,-0.65,-0.38,-0.0006,0.2279,-1.0759,-1.8208,0.3809,-2.6507,-33.960308,18.460736,107.100
0.000,-0.47,-0.77,-0.54,0.0420,0.2231,-1.1455,-1.7214,0.3780,-2.5518,-33.960328,18.460728,106.500
0.000,-0.30,0.24,-0.01,0.1000,0.1765,-1.0898,-1.8465,0.3517,-2.5856,-33.960336,18.460726,106.400
0.000,0.46,1.17,-0.30,0.1095,0.1751,-1.0890,-1.7848,0.3250,-2.6023,-33.960348,18.460722,106.400
0.000,0.13,-0.47,-0.35,0.1097,0.1768,-1.1035,-1.7826,0.3522,-2.5874,-33.960360,18.460722,106.500
0.000,-0.44,1.66,-0.11,0.1044,0.1937,-1.0639,-1.7821,0.3561,-2.6053,-33.960368,18.460714,106.800
0.000,-1.60,-2.21,0.27,0.1059,0.1545,-1.1193,-1.8209,0.4497,-2.5592,-33.960388,18.460708,107.100
0.000,-1.85,1.85,0.54,0.0571,0.1327,-1.0635,-1.7915,0.3946,-2.5408,-33.960404,18.460698,107.300
0.000,-1.01,-0.66,-0.51,0.0328,0.1735,-1.0646,-1.7426,0.3818,-2.5360,-33.960428,18.460686,107.400
0.000,0.45,0.10,0.47,0.0987,0.1841,-1.0754,-1.7332,0.3290,-2.5589,-33.960436,18.460676,107.100
0.000,-1.11,-0.65,-0.75,0.0946,0.1815,-1.1086,-1.7305,0.3430,-2.5768,-33.960440,18.460674,106.600
0.000,1.84,0.65,-0.06,0.1775,0.1564,-1.0912,-1.8422,0.4012,-2.6435,-33.960444,18.460674,105.800
0.000,0.46,0.50,0.15,0.2228,0.1162,-1.1270,-1.7197,0.3343,-2.5175,-33.960456,18.460668,104.800
0.000,0.49,1.04,1.22,0.1172,0.1799,-1.1192,-1.7041,0.3313,-2.5029,-33.960456,18.460620,104.100
0.000,-2.94,-0.32,0.42,0.1360,0.1470,-1.0960,-1.7199,0.3033,-2.5703,-33.960452,18.460548,103.300
0.000,-1.87,-1.08,0.91,0.0101,0.2053,-1.0884,-1.7375,0.3277,-2.5577,-33.960464,18.460490,102.300
0.000,0.46,-0.50,1.10,0.1216,0.1542,-1.0850,-1.7484,0.3995,-2.6397,-33.960500,18.460446,101.600
0.000,-1.51,1.24,-0.53,0.0886,0.1273,-1.0814,-1.7205,0.3676,-2.5887,-33.960536,18.460410,101.100
0.000,-2.76,0.12,-1.37,0.0400,0.1610,-1.0504,-1.7403,0.3024,-2.6169,-33.960576,18.460370,100.600
0.000,-0.72,-0.10,0.03,0.1492,0.1895,-1.0867,-1.7966,0.3145,-2.5176,-33.960600,18.460330,99.900
0.000,-0.35,-0.44,0.11,0.0225,0.1769,-1.1129,-1.7531,0.3188,-2.5202,-33.960628,18.460294,99.200
0.000,0.40,-0.01,-0.59,0.0210,0.2087,-1.0680,-1.7743,0.3697,-2.5372,-33.960656,18.460248,98.700
0.000,-0.93,-0.29,-0.21,-0.0053,0.1758,-1.1147,-1.6919,0.3489,-2.5124,-33.960672,18.460224,98.000
0.000,-0.23,-0.04,-0.63,-0.0051,0.1941,-1.0926,-1.7152,0.3336,-2.5176,-33.960684,18.460206,96.900
0.000,0.44,0.89,-2.81,0.0794,0.1425,-1.0665,-1.8199,0.3580,-2.5552,-33.960700,18.460200,95.500
0.000,-0.14,0.88,-4.85,0.1434,0.1608,-1.0571,-1.8515,0.3096,-2.6128,-33.960716,18.460204,93.900
0.000,0.29,-1.88,5.69,0.0246,0.2476,-1.0375,-1.8246,0.3581,-2.5395,-33.960724,18.460204,92.800
0.000,-0.04,-0.47,2.38,0.0270,0.1868,-1.0907,-1.7836,0.3505,-2.5180,-33.960724,18.460210,91.900
0.000,-0.62,0.04,0.94,0.1046,0.1614,-1.0972,-1.7276,0.3325,-2.5342,-33.960748,18.460206,97.000
0.000,0.96,0.03,0.67,0.1323,0.1633,-1.0873,-1.7617,0.3768,-2.5695,-33.960756,18.460204,98.000
0.000,-0.51,-0.61,0.73,0.0376,0.1746,-1.0740,-1.7297,0.3694,-2.6604,-33.960764,18.460196,98.800
0.000,0.88,0.22,0.08,0.0547,0.1908,-1.0803,-1.7501,0.3267,-2.4782,-33.960776,18.460184,98.500
0.000,0.15,-0.07,0.15,0.0810,0.1812,-1.0951,-1.7443,0.3564,-2.5444,-33.960788,18.460176,98.600
0.000,0.50,-1.51,-0.18,0.1338,0.1752,-1.1012,-1.7952,0.5128,-2.5218,-33.960780,18.460174,98.300
0.000,1.67,-0.49,-0.15,0.1108,0.2368,-1.0538,-1.7422,0.3281,-2.4790,-33.960772,18.460166,98.700
0.000,-0.41,-1.04,-0.45,0.1051,0.2029,-1.0824,-1.7914,0.3383,-2.5399,-33.960776,18.460144,98.500
0.000,1.49,-1.93,-0.77,-0.0153,0.2404,-1.0530,-1.8504,0.4067,-2.5968,-33.960780,18.460118,98.300
0.000,-1.45,-5.93,-2.06,0.2534,0.2448,-1.1976,-1.8819,0.4509,-2.5655,-33.960792,18.460092,98.000
0.000,-1.59,-4.71,7.83,0.0716,0.3861,-0.9650,-1.8709,0.4652,-2.4685,-33.960808,18.460070,97.700
0.000,0.59,-2.19,10.01,0.0537,0.3277,-1.0139,-1.7436,0.4403,-2.4815,-33.960840,18.460030,97.400
0.000,-0.22,-2.45,1.80,-0.1205,0.3268,-1.1555,-1.6055,0.3949,-2.4797,-33.960860,18.459988,96.700
0.000,4.31,3.56,-4.04,0.0337,0.3704,-0.9459,-1.5431,0.4106,-2.4624,-33.960884,18.459942,95.900
0.000,1.74,6.01,-5.57,-0.0150,0.2767,-1.0997,-1.6697,0.4441,-2.4403,-33.960920,18.459898,95.100
0.000,-3.79,2.48,-3.06,-0.0493,0.2847,-1.0464,-1.7243,0.4079,-2.4933,-33.960944,18.459862,95.400
0.000,-0.83,0.61,-1.72,-0.0079,0.2498,-1.0710,-1.7197,0.3711,-2.5027,-33.960964,18.459838,95.600
0.000,1.19,2.17,-6.09,0.0196,0.2443,-1.0985,-1.6763,0.4755,-2.4569,-33.960956,18.459816,95.200
0.000,-1.94,4.49,-18.01,0.0182,0.2082,-1.0591,-1.8888,0.4883,-2.4857,-33.960952,18.459790,94.700
0.000,1.84,5.69,-27.53,-0.0177,0.2214,-1.0501,-2.2118,0.3662,-2.5233,-33.960948,18.459780,94.200
0.000,-1.60,5.22,-23.10,-0.1213,0.2324,-1.0843,-2.4987,0.1633,-2.6277,-33.960944,18.459768,94.000
0.000,-0.02,1.87,-8.32,-0.1825,0.2861,-1.0601,-2.6232,0.0333,-2.6105,-33.960952,18.459762,94.200
0.000,-0.23,0.31,0.15,-0.1623,0.2767,-1.0619,-2.6446,-0.0107,-2.6647,-33.960948,18.459760,93.800
0.000,0.13,0.07,0.09,-0.0864,0.2690,-1.0674,-2.5905,-0.0521,-2.6228,-33.960940,18.459752,93.600
0.000,0.77,-0.17,0.21,-0.0881,0.2671,-1.0685,-2.5944,-0.0389,-2.6277,-33.960936,18.459750,94.300
0.000,-0.04,0.16,0.06,-0.0886,0.2698,-1.0689,-2.5952,-0.0372,-2.6318,-33.960932,18.459746,94.800
0.000,-0.13,-0.14,0.00,-0.0853,0.2670,-1.0704,-2.6014,-0.0351,-2.5930,-33.960932,18.459744,95.500
0.000,0.04,0.16,-0.02,-0.0852,0.2666,-1.0698,-2.5546,-0.0381,-2.5911,-33.960932,18.459746,95.400
0.000,-0.68,0.17,-0.06,-0.0900,0.2690,-1.0675,-2.5997,0.0022,-2.5657,-33.960936,18.459750,95.300
0.000,1.21,-0.44,0.09,-0.0838,0.2660,-1.0699,-2.6149,0.0052,-2.5914,-33.960936,18.459754,95.200
0.000,-0.99,0.44,-0.15,-0.0888,0.2664,-1.0684,-2.5812,0.0017,-2.6411,-33.960936,18.459756,95.100
0.000,-0.47,0.21,-0.71,0.0039,0.2534,-1.0689,-2.5963,0.0483,-2.5753,-33.960936,18.459762,94.900
0.000,-0.07,-0.13,4.23,-0.0041,0.2447,-1.0771,-2.6159,0.0297,-2.6047,-33.960936,18.459768,94.800
0.000,0.06,0.89,3.35,0.0137,0.2398,-1.0768,-2.5748,0.0532,-2.5929,-33.960940,18.459774,94.700
0.000,-1.72,-1.40,1.11,0.0485,0.2281,-1.0997,-2.5920,0.0971,-2.5797,-33.960940,18.459780,94.500
0.000,-1.21,0.47,2.19,0.0128,0.2166,-1.0906,-2.5889,0.1473,-2.5706,-33.960944,18.459786,94.400
0.000,2.43,-2.70,2.66,0.0300,0.2939,-1.0729,-2.4963,0.1930,-2.6312,-33.960976,18.459810,94.300
0.000,-0.64,-0.48,4.46,-0.0197,0.2638,-1.0665,-2.5004,0.0821,-2.5689,-33.961024,18.459834,94.200
0.000,-0.02,0.37,2.16,-0.1195,0.2855,-1.0645,-2.5102,0.1961,-2.5288,-33.961080,18.459858,93.900
0.000,-3.61,0.16,0.95,-0.0931,0.2805,-1.0557,-2.4917,0.2593,-2.5167,-33.961128,18.459878,93.700
0.000,-1.19,0.54,4.69,-0.1206,0.3186,-1.0527,-2.4869,0.2404,-2.5315,-33.961180,18.459886,93.500
0.000,-0.32,-5.74,17.13,-0.1112,0.4460,-1.0331,-2.4592,0.3127,-2.5044,-33.961224,18.459898,93.300
0.000,0.74,-8.91,27.95,0.0257,0.5183,-1.0289,-2.1215,0.4419,-2.4576,-33.961280,18.459894,93.300
0.000,-1.02,-5.62,20.61,0.0366,0.3807,-1.1121,-1.7690,0.5134,-2.4062,-33.961320,18.459880,93.500
0.000,0.43,-0.16,13.38,0.0366,0.3582,-1.0444,-1.5381,0.4235,-2.4666,-33.961336,18.459858,93.800
